Molar ratio (Zn:Cu),Promoter 1,Promoter 1 ratio (Promoter 1:Cu),Promoter 2,Promoter 2 ratio (Promoter 2:Cu),Catalyst surface area (m2/g) (LN scale),Type of sysnthesis procedure,Calcination temperature (°C),Calcination time (h),Temperature (°C),Pressure (bar),H2/CO2 ratio (-),GHSV (mL/g.h) (LN scale),CO selectivity (%),Methanol selectivity (%),STY_CH3OH (g/kg·h) (LN scale),CO2 conversion efficiency (%),,,,DOI,Name,Year
0.75,Null,,Null,,3.058707073,Co-precipitation,450,4,260,40,3,7.313220387,51.3201,48.6799,3.790193941,20.3931,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,3.57950952,MOF-derived,450,3,220,40,3,7.313220387,41.1218,58.8782,3.349073591,8.31503,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,4.812235273,MOF-derived,450,3,230,40,3,7.313220387,41.2238,58.7762,3.742764025,12.9277,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,4.928432984,MOF-derived,450,3,240,40,3,7.313220387,40.8159,59.1841,4.009739236,16.9335,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,5.012095605,MOF-derived,450,3,250,40,3,7.313220387,41.8357,58.1643,4.078018534,18.8757,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.78,Null,,Null,,5.126793257,MOF-derived,450,3,260,40,3,7.313220387,43.6034,56.3966,4.07453878,19.9682,,,,10.1016/j.matchemphys.2018.05.028,,2018
0.3802,Al,0.4964,Null,,4.928432984,Physical mixing,,,250,30,3,7.863266724,31.36518771,68.63481229,3.720767839,6.314814815,,,,10.1016/j.cej.2019.122052,Promoting CO2 hydrogenation to methanol by incorporating adsorbents into catalysts: Effects of hydrotalcite,2019
0.3802,Al,0.4964,LDH,4.1482,4.928432984,Physical mixing,,,250,30,3,7.863266724,29.23549488,70.76450512,3.70669224,6.037037037,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,8.2964,4.928432984,Physical mixing,,,250,30,3,7.863266724,26.59385666,73.40614334,3.73945887,6.018518519,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,12.4446,4.928432984,Physical mixing,,,250,30,3,7.863266724,27.74061433,72.25938567,3.616404594,5.388888889,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,16.5928,4.928432984,Physical mixing,,,250,30,3,7.863266724,28.68259386,71.31740614,3.245735775,3.722222222,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,8.2964,4.928432984,Physical mixing,,,250,15,3,7.863266724,35.9907,64.0093,3.546058466,5.6588,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,8.2964,2.4765384,Physical mixing,,,250,20,3,7.863266724,33.0326,66.9674,3.624392766,5.86266,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,8.2964,3.493472658,Physical mixing,,,250,25,3,7.863266724,27.7302,72.2698,3.714571412,5.95923,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,8.2964,2.809402695,Physical mixing,,,250,30,3,7.170119543,46.2418,53.7582,2.868853971,6.64929,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,8.2964,3.701301974,Physical mixing,,,250,30,3,8.29404964,23.2559,76.7441,3.870742959,4.27962,,,,10.1016/j.cej.2019.122052,,2019
0.3802,Al,0.4964,LDH,8.2964,3.701301974,Physical mixing,,,250,30,3,8.5754621,21.4883,78.5117,4.124854325,4.09005,,,,10.1016/j.cej.2019.122052,,2019
2.3717,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.157411936,0.142597957,,,,10.1039/d2ta08830d,Self-assembly of metal–organosilicate on porous silica substrates for efficient CO2 hydrogenation to methanol,2023
2.3717,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,220,30,3,9.61580548,0,100,2.690522604,0.256148181,,,,10.1039/d2ta08830d,,2023
2.3717,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,240,30,3,9.61580548,47.8243,52.1757,3.102182846,0.759176082,,,,10.1039/d2ta08830d,,2023
2.3717,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,260,30,3,9.61580548,68.4307,31.5693,3.378563555,1.672956257,,,,10.1039/d2ta08830d,,2023
2.3717,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,280,30,3,9.61580548,81.578,18.422,3.575222103,3.51195424,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.459322469,0.199425883,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,220,30,3,9.61580548,31.8353,68.1647,2.960706714,0.500831179,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,240,30,3,9.61580548,51.9499,48.0501,3.313103781,1.027041687,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,260,30,3,9.61580548,71.2225,28.7775,3.56292752,2.219924751,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,3.701301974,Hydrothermal,500,2,280,30,3,9.61580548,82.9766,17.0234,3.754192286,4.566790026,,,,10.1039/d2ta08830d,,2023
2.1465,Si/S,20,Null,,2.451005098,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.169134636,0.144499263,,,,10.1039/d2ta08830d,,2023
2.1465,Si/S,20,Null,,2.451005098,Hydrothermal,500,2,220,30,3,9.61580548,0,100,2.708427845,0.261112703,,,,10.1039/d2ta08830d,,2023
2.1465,Si/S,20,Null,,2.451005098,Hydrothermal,500,2,240,30,3,9.61580548,49.4453,50.5547,3.188504228,0.857482663,,,,10.1039/d2ta08830d,,2023
2.1465,Si/S,20,Null,,2.412335957,Hydrothermal,500,2,260,30,3,9.61580548,68.1651,31.8349,3.50335163,1.88727693,,,,10.1039/d2ta08830d,,2023
2.1465,Si/S,20,Null,,2.412335957,Hydrothermal,500,2,280,30,3,9.61580548,81.5925,18.4075,3.709695288,4.035186263,,,,10.1039/d2ta08830d,,2023
1.0206,Si/S,20,Null,,2.412335957,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.309079539,0.169004986,,,,10.1039/d2ta08830d,,2023
1.0206,Si/S,20,Null,,2.412335957,Hydrothermal,500,2,220,30,3,9.61580548,38.5366,61.4634,2.797937514,0.46744644,,,,10.1039/d2ta08830d,,2023
1.0206,Si/S,20,Null,,2.412335957,Hydrothermal,500,2,240,30,3,9.61580548,58.3687,41.6313,3.19223514,1.045338093,,,,10.1039/d2ta08830d,,2023
1.0206,Si/S,20,Null,,3.220474546,Hydrothermal,500,2,260,30,3,9.61580548,75.6958,24.3042,3.481283671,2.416423189,,,,10.1039/d2ta08830d,,2023
1.0206,Si/S,20,Null,,3.220474546,Hydrothermal,500,2,280,30,3,9.61580548,86.615,13.385,3.665448439,5.303107502,,,,10.1039/d2ta08830d,,2023
0.8298,Si/S,20,Null,,3.220474546,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.438274213,0.194883874,,,,10.1039/d2ta08830d,,2023
0.8298,Si/S,20,Null,,3.220474546,Hydrothermal,500,2,220,30,3,9.61580548,34.6428,65.3572,2.950681568,0.516850041,,,,10.1039/d2ta08830d,,2023
0.8298,Si/S,20,Null,,3.220474546,Hydrothermal,500,2,240,30,3,9.61580548,55.8716,44.1284,3.313516195,1.118793824,,,,10.1039/d2ta08830d,,2023
0.8298,Si/S,20,Null,,3.220474546,Hydrothermal,500,2,260,30,3,9.61580548,74.0308,25.9692,3.592059637,2.534827482,,,,10.1039/d2ta08830d,,2023
0.8298,Si/S,20,Null,,3.663561646,Hydrothermal,500,2,280,30,3,9.61580548,85.7869,14.2131,3.756842523,5.484626828,,,,10.1039/d2ta08830d,,2023
0.6618,Si/S,20,Null,,4.304065093,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.225159355,0.153900165,,,,10.1039/d2ta08830d,,2023
0.6618,Si/S,20,Null,,4.682131227,Hydrothermal,500,2,220,30,3,9.61580548,40.4242,59.5758,2.733042177,0.449988348,,,,10.1039/d2ta08830d,,2023
0.6618,Si/S,20,Null,,4.682131227,Hydrothermal,500,2,240,30,3,9.61580548,61.708,38.292,3.116595232,1.050157311,,,,10.1039/d2ta08830d,,2023
0.6618,Si/S,20,Null,,4.584967479,Hydrothermal,500,2,260,30,3,9.61580548,77.686,22.314,3.384150162,2.380585261,,,,10.1039/d2ta08830d,,2023
0.6618,Si/S,20,Null,,4.333361463,Hydrothermal,500,2,280,30,3,9.61580548,85.3994,14.6006,3.750470115,5.304339178,,,,10.1039/d2ta08830d,,2023
1.0398,Si/S,20,Null,,4.333361463,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.560143756,0.22255844,,,,10.1039/d2ta08830d,,2023
1.0398,Si/S,20,Null,,2.442347035,Hydrothermal,500,2,220,30,3,9.61580548,34.9862,65.0138,3.04344267,0.572870278,,,,10.1039/d2ta08830d,,2023
1.0398,Si/S,20,Null,,2.211565695,Hydrothermal,500,2,240,30,3,9.61580548,54.8209,45.1791,3.400914055,1.196347579,,,,10.1039/d2ta08830d,,2023
1.0398,Si/S,20,Null,,2.284421122,Hydrothermal,500,2,260,30,3,9.61580548,73.2782,26.7218,3.638405862,2.583603521,,,,10.1039/d2ta08830d,,2023
1.0398,Si/S,20,Null,,1.987874348,Hydrothermal,500,2,280,30,3,9.61580548,81.5427,18.4573,4.035067592,5.610669213,,,,10.1039/d2ta08830d,,2023
1.4069,Si/S,20,Null,,2.451005098,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.535763116,0.216748894,,,,10.1039/d2ta08830d,,2023
1.4069,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,220,30,3,9.61580548,32.5069,67.4931,3.024905953,0.541184247,,,,10.1039/d2ta08830d,,2023
1.4069,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,240,30,3,9.61580548,52.3416,47.6584,3.396180095,1.128569919,,,,10.1039/d2ta08830d,,2023
1.4069,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,260,30,3,9.61580548,71.0744,28.9256,3.660797606,2.442268577,,,,10.1039/d2ta08830d,,2023
1.4069,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,280,30,3,9.61580548,83.4711,16.5289,3.842524138,5.148195597,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.459322469,0.199425883,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,220,30,3,9.61580548,32.7824,67.2176,2.960706714,0.50788792,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,240,30,3,9.61580548,52.6171,47.3829,3.313103781,1.041503491,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,260,30,3,9.61580548,71.0744,28.9256,3.56292752,2.208558665,,,,10.1039/d2ta08830d,,2023
1.8225,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,280,30,3,9.61580548,82.9201,17.0799,3.754192286,4.551683167,,,,10.1039/d2ta08830d,,2023
2.5048,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.41272172,0.18949684,,,,10.1039/d2ta08830d,,2023
2.5048,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,220,30,3,9.61580548,0,100,2.88706128,0.315828067,,,,10.1039/d2ta08830d,,2023
2.5048,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,240,30,3,9.61580548,50.46728972,49.53271028,3.254057011,0.937017052,,,,10.1039/d2ta08830d,,2023
2.5048,Si/S,20,Null,,5.353278925,Hydrothermal,500,2,260,30,3,9.61580548,69.1588785,30.8411215,3.521934815,1.985763768,,,,10.1039/d2ta08830d,,2023
2.5048,Si/S,20,Null,,5.379897354,Hydrothermal,500,2,280,30,3,9.61580548,81.30841121,18.69158879,3.70440979,3.952382279,,,,10.1039/d2ta08830d,,2023
2.9602,Si/S,20,Null,,5.379897354,Hydrothermal,500,2,200,30,3,9.61580548,0,100,2.428830803,0.192277943,,,,10.1039/d2ta08830d,,2023
2.9602,Si/S,20,Null,,5.379897354,Hydrothermal,500,2,220,30,3,9.61580548,0,100,2.941751608,0.333590648,,,,10.1039/d2ta08830d,,2023
2.9602,Si/S,20,Null,,3.433987204,Hydrothermal,500,2,240,30,3,9.61580548,47.97507788,52.02492212,3.329469085,0.964816066,,,,10.1039/d2ta08830d,,2023
2.9602,Si/S,20,Null,,3.433987204,Hydrothermal,500,2,260,30,3,9.61580548,66.97819315,33.02180685,3.611530236,2.033757765,,,,10.1039/d2ta08830d,,2023
2.9602,Si/S,20,Null,,3.433987204,Hydrothermal,500,2,280,30,3,9.61580548,80.37383178,19.62616822,3.801107271,4.155983491,,,,10.1039/d2ta08830d,,2023
0.4,Zr,0.6,Null,,3.36729583,Solvothermal,450,3,240,30,3,7.783224016,14.48,85.52,3.467168235,4.23,,,,10.1016/j.jtice.2021.03.049,Solvothermal preparation of CuO-ZnO-ZrO2 catalysts for methanol synthesis via CO2 hydrogenation,2021
0.4,Zr,0.6,Null,,3.36729583,Solvothermal,450,3,240,30,3,7.783224016,51.23,48.77,4.084794683,13.96,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.36729583,Solvothermal,450,3,240,30,3,7.783224016,42.03,57.97,4.015071283,10.94,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.401197382,Solvothermal,450,3,200,30,3,7.783224016,17.6682,82.3318,3.746281503,5.8613,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.401197382,Solvothermal,450,3,220,30,3,7.783224016,34.7085,65.2915,3.898471519,8.63535,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.401197382,Solvothermal,450,3,240,30,3,7.783224016,53.92,46.08,4.135751163,15.58,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.295836866,Solvothermal,450,3,260,30,3,7.783224016,65.0224,34.9776,4.052559013,18.8367,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.295836866,Solvothermal,450,3,280,30,3,7.783224016,78.8341,21.1659,3.664497808,20.9396,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.295836866,Solvothermal,450,3,240,10,3,7.783224016,70.414,29.586,3.145194582,8.75274,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.269568939,Solvothermal,450,3,240,20,3,7.783224016,59.2772,40.7228,3.719802058,11.5186,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.269568939,Solvothermal,450,3,240,40,3,7.783224016,49.5268,50.4732,4.2376541,15.7549,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.269568939,Solvothermal,450,3,240,30,3,7.090076836,55.3704,44.6296,3.507392267,16.898,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.269568939,Solvothermal,450,3,240,30,3,8.476371197,49.0741,50.9259,4.297734613,8.29796,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.269568939,Solvothermal,450,3,240,30,3,9.169518377,42.5926,57.4074,4.808026073,6.16475,,,,10.1016/j.jtice.2021.03.049,,2021
0.4,Zr,0.6,Null,,3.618993327,Solvothermal,450,3,240,30,3,9.392661929,40.3704,59.6296,4.852671049,4.96657,,,,10.1016/j.jtice.2021.03.049,,2021
0.2174,Null,,Null,,3.618993327,MOF-derived,240,4,210,40,3,9.680344001,7.417582418,92.58241758,1.834684514,0.184426,,,,10.1016/j.apcata.2022.118805,The regulation of Cu-ZnO interface by Cu-Zn bimetallic metal organic framework-templated strategy for enhanced CO2 hydrogenation to methanol,2022
0.2174,Null,,Null,,3.618993327,MOF-derived,240,4,220,40,3,9.680344001,47.8021978,52.1978022,2.02537432,0.184426,,,,10.1016/j.apcata.2022.118805,,2022
0.2174,Null,,Null,,3.618993327,MOF-derived,240,4,230,40,3,9.680344001,55.76923077,44.23076923,2.02537432,0.245902,,,,10.1016/j.apcata.2022.118805,,2022
0.2174,Null,,Null,,3.618993327,MOF-derived,240,4,240,40,3,9.680344001,61.26373626,38.73626374,2.185459736,4.42623,,,,10.1016/j.apcata.2022.118805,,2022
0.2272,Null,,Null,,3.666122467,MOF-derived,240,4,210,40,3,9.680344001,18.13186813,81.86813187,5.329152819,4.407713499,,,,10.1016/j.apcata.2022.118805,,2022
0.2272,Null,,Null,,3.666122467,MOF-derived,240,4,220,40,3,9.680344001,28.2967033,71.7032967,5.47160703,5.785123967,,,,10.1016/j.apcata.2022.118805,,2022
0.2272,Null,,Null,,3.666122467,MOF-derived,240,4,230,40,3,9.680344001,37.91208791,62.08791209,5.571553492,7.438016529,,,,10.1016/j.apcata.2022.118805,,2022
0.2272,Null,,Null,,3.666122467,MOF-derived,240,4,240,40,3,9.680344001,47.52747253,52.47252747,5.702729289,10.08264463,,,,10.1016/j.apcata.2022.118805,,2022
0.09615,Null,,Null,,3.666122467,MOF-derived,240,4,210,40,3,9.680344001,20.32967033,79.67032967,5.662412084,6.336088154,,,,10.1016/j.apcata.2022.118805,,2022
0.09615,Null,,Null,,3.6558396,MOF-derived,240,4,220,40,3,9.680344001,28.2967033,71.7032967,5.83803729,8.374655647,,,,10.1016/j.apcata.2022.118805,,2022
0.09615,Null,,Null,,3.6558396,MOF-derived,240,4,230,40,3,9.680344001,37.08791209,62.91208791,5.987377258,11.07438017,,,,10.1016/j.apcata.2022.118805,,2022
0.09615,Null,,Null,,3.6558396,MOF-derived,240,4,240,40,3,9.680344001,46.15384615,53.84615385,6.102676332,14.49035813,,,,10.1016/j.apcata.2022.118805,,2022
0.09615,Null,,Null,,3.6558396,MOF-derived,240,4,210,40,3,8.29404964,34.7012,65.2988,4.79387963,11.8,,,,10.1016/j.apcata.2022.118805,,2022
0.09615,Null,,Null,,3.6558396,MOF-derived,240,4,210,40,3,9.210340372,23.4662,76.5338,5.299476694,7.0897,,,,10.1016/j.apcata.2022.118805,,2022
0.3333,Null,,Null,,3.511545439,Co-precipitation,350,2,190,30,3,8.411832676,25,75,4.072849718,4.78896,,,,10.1007/s10562-022-04047-7,Unraveling the Role of H2O on Cu-Based Catalyst in CO2 Hydrogenation to Methanol,2023
0.3333,Null,,Null,,3.511545439,Co-precipitation,350,2,210,30,3,8.411832676,41.9565,58.0435,4.382523922,8.47301,,,,10.1007/s10562-022-04047-7,,2023
0.3333,Null,,Null,,3.511545439,Co-precipitation,350,2,230,30,3,8.411832676,59.5652,40.4348,4.453686491,13.0713,,,,10.1007/s10562-022-04047-7,,2023
0.3333,Null,,Null,,3.511545439,Co-precipitation,350,2,250,30,3,8.411832676,64.4565,35.5435,4.60130826,17.2634,,,,10.1007/s10562-022-04047-7,,2023
0.3333,Null,,Null,,4.290459441,Co-precipitation,350,2,270,30,3,8.411832676,70,30,4.586989921,20.1345,,,,10.1007/s10562-022-04047-7,,2023
0.3333,Null,,Null,,4.290459441,Co-precipitation,350,2,290,30,3,8.411832676,83.3043,16.6957,4.100148109,22.0909,,,,10.1007/s10562-022-04047-7,,2023
0.4862,Al,1.898,Null,,4.290459441,Co-precipitation,500,4,230,50,3,9.210340372,41.9,58.1,5.525452939,13.4,,,,10.1039/c5cy00372e,Yttrium oxide modified Cu/ZnO/Al2O3 catalysts via hydrotalcite-like precursors for CO2 hydrogenation to methanol,2015
0.4574,Al,1.8064,Y,0.05814,4.290459441,Co-precipitation,500,4,230,50,3,9.210340372,36.8,63.2,5.802118375,17.4,,,,10.1039/c5cy00372e,,2015
0.4599,Al,1.7536,Y,0.11742,4.290459441,Co-precipitation,500,4,230,50,3,9.210340372,30.7,69.3,5.96870756,20.2,,,,10.1039/c5cy00372e,,2015
0.4686,Al,1.5136,Y,0.2274,4.290459441,Co-precipitation,500,4,230,50,3,9.210340372,29.5,70.5,5.860786223,17.8,,,,10.1039/c5cy00372e,,2015
0.472,Al,0.952,Y,0.58,4.290459441,Co-precipitation,500,4,230,50,3,9.210340372,33.4,66.6,5.673323267,15.1,,,,10.1039/c5cy00372e,,2015
0.4375,Zr,0.2334,Null,,4.290459441,Co-precipitation,350,4,250,50,3,8.006367568,44.6,55.2,5.069588357,26.7,,,,10.1002/cctc.201801988,Effect of Vapor-phase-treatment to CuZnZr Catalyst on the Reaction Behaviors in CO2 Hydrogenation into Methanol,2019
0.4375,Zr,0.2334,Null,,4.290459441,Co-precipitation,350,4,250,50,3,10.91508846,39.3,60.5,7.204567445,11.3,,,,10.1002/cctc.201801988,,2019
0.4375,Zr,0.2334,TPABr,,4.290459441,Co-precipitation,550,4,250,50,3,8.006367568,34.6,64.1,4.684651148,15.6,,,,10.1002/cctc.201801988,,2019
0.4375,Zr,0.2334,TPABr,,4.290459441,Co-precipitation,550,4,250,50,3,8.006367568,6.8,92.7,4.739420984,11.4,,,,10.1002/cctc.201801988,,2019
0.4375,Zr,0.2334,TPABr,,4.290459441,Co-precipitation,550,4,250,50,3,8.006367568,12.202,86.7,4.750023969,12.32,,,,10.1002/cctc.201801988,,2019
0.4375,Zr,0.2334,TPABr,,4.290459441,Co-precipitation,550,4,250,50,3,8.006367568,0.89285,97.4,4.401850418,7.714,,,,10.1002/cctc.201801988,,2019
0.4375,Zr,0.2334,TPABr,,4.290459441,Co-precipitation,550,4,250,50,3,8.006367568,13.09,85.8,4.576241986,10.446,,,,10.1002/cctc.201801988,,2019
0.4673,Zr,0.2334,SiO2,3.136,4.290459441,Hydrothermal,550,6,200,30,3,7.783224016,8.24427,16.7939,2.220632605,5.69853,,,,10.1016/j.jece.2021.105299,A novel in situ grown Cu-ZnO-ZrO2/HZSM-5 hybrid catalyst for CO2 hydrogenation to liquid fuels of methanol and DME,2021
0.4673,Zr,0.2334,SiO2,3.136,4.290459441,Hydrothermal,550,6,225,30,3,7.783224016,15.5725,11.2977,1.918448223,5.99265,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,0.2334,SiO2,3.136,4.290459441,Hydrothermal,550,6,270,30,3,7.783224016,41.2214,7.0229,1.864239745,9.04412,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,0.2334,SiO2,3.136,4.290459441,Hydrothermal,550,6,290,30,3,7.783224016,50.687,7.93893,1.896277271,8.30882,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,0.2334,SiO2,3.136,4.290459441,Hydrothermal,550,6,310,30,3,7.783224016,69.6183,7.0229,2.016851687,10.8088,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,0.2486,SiO2,3.136,4.290459441,Hydrothermal,550,6,330,30,3,7.783224016,89.4656,5.19084,1.782748792,11.1029,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,0.2486,SiO2,3.136,4.290459441,Hydrothermal,550,6,200,50,5,7.783224016,8.81708,12.5123,2.952989223,25.3717,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,0.2486,SiO2,3.136,4.290459441,Hydrothermal,550,6,225,50,5,7.783224016,15.4914,12.1592,2.968633064,26.5428,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,0.2486,SiO2,3.136,4.290459441,Hydrothermal,550,6,250,50,5,7.783224016,23.9979,7.83589,2.711691233,31.3494,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,3.6388,SiO2,3.136,4.290459441,Hydrothermal,550,6,270,50,5,7.783224016,20.2868,5.96291,2.451786108,31.0967,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,3.6388,SiO2,3.136,4.290459441,Hydrothermal,550,6,290,50,5,7.783224016,25.442,5.91745,2.549886216,34.8699,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,3.6388,SiO2,3.136,4.290459441,Hydrothermal,550,6,310,50,5,7.783224016,43.4035,6.18567,2.63801431,36.6914,,,,10.1016/j.jece.2021.105299,,2021
0.4673,Zr,3.6388,SiO2,3.136,4.290459441,Hydrothermal,550,6,330,50,5,7.783224016,61.9885,7.35476,2.85768276,39.0238,,,,10.1016/j.jece.2021.105299,,2021
0.5,Zr,3.6388,Null,,4.290459441,Co-precipitation,350,4,220,30,3,9.082507,40.7,59.3,5.04909704,8.3,,,,10.1016/j.jcou.2018.01.028,Acidity control of zeolite functionality on activity and stability of hybrid catalysts during DME production via CO2 hydrogenation,2018
0.5,Zr,3.6388,Null,,4.290459441,Co-precipitation,350,4,240,30,3,9.082507,56.6,43.4,5.272641084,14.2,,,,10.1016/j.jcou.2018.01.028,,2018
0.5,Zr,5.2942,Null,,4.290459441,Co-precipitation,350,4,260,30,3,9.082507,65.7,34.3,5.301708049,18.5,,,,10.1016/j.jcou.2018.01.028,,2018
0.5,Al2O3/S,20,Zr,0.05,4.290459441,Co-precipitation,450,4,230,50,3,8.9226583,50,57.70379049,4.9530768,9.74702,,,,10.1016/j.cattod.2012.06.012,Effect of hydrotalcite-containing precursors on the performance of Cu/Zn/Al/Zr catalysts for CO2 hydrogenation: Introduction of Cu2+ at different formation stages of precursors,2012
0.5,Al2O3/S,20,Zr,0.05,4.290459441,Co-precipitation,450,4,250,50,3,8.9226583,50,50,5.398162702,17.1131,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al2O3/S,20,Zr,0.05,4.290459441,Co-precipitation,450,4,270,50,3,8.9226583,59.4408589,40.5591411,5.392672545,21.57738,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al2O3/S,20,Zr,0.05,4.290459441,Two-step precipitation,450,4,230,50,3,8.9226583,44.39931982,55.60068018,5.253842876,13.69048,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al2O3/S,20,Zr,0.05,4.290459441,Two-step precipitation,450,4,250,50,3,8.9226583,49,51,5.526647445,19.79167,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al,7.9332,Zr,0.05,4.290459441,Two-step precipitation,450,4,270,50,3,8.9226583,59.97701927,40.02298073,5.489805118,24.10715,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al,7.9332,Zr,0.05,4.290459441,Post-precipitation,450,4,230,50,3,8.9226583,45.87022222,54.12977778,5.253842876,14.0625,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al,7.9332,Zr,0.05,4.290459441,Post-precipitation,450,4,250,50,3,8.9226583,48.2,51.8,5.564520407,20.46131,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al,7.9332,Zr,0.05,4.290459441,Post-precipitation,450,4,270,50,3,8.9226583,57.41522282,42.58477718,5.566854845,24.47917,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al,7.9332,Zr,0.05,4.290459441,Reconstruction,450,4,230,50,3,8.9226583,46.1632,53.8368,5.353278925,15.625,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al,7.9332,Zr,0.05,4.290459441,Reconstruction,450,4,250,50,3,8.9226583,46.4,53.6,5.709134792,22.32143,,,,10.1016/j.cattod.2012.06.012,,2012
0.5,Al,9.7452,Zr,0.05,4.06731589,Reconstruction,450,4,270,50,3,8.9226583,56.77480027,43.22519973,5.640523135,25.96726,,,,10.1016/j.cattod.2012.06.012,,2012
