iter	Passed	Remaining
702	46269	11057
703	46339	10992
704	46407	10927
705	46473	10861
706	46537	10795
707	46601	10728
708	46669	10663
709	46735	10597
710	46799	10531
711	46864	10465
712	46934	10400
713	47000	10334
714	47069	10269
715	47140	10204
716	47209	10139
717	47276	10074
718	47342	10008
719	47408	9942
720	47475	9877
721	47541	9811
722	47606	9745
723	47672	9679
724	47738	9613
725	47808	9548
726	47874	9482
727	47937	9416
728	48002	9350
729	48069	9284
730	48134	9218
731	48201	9152
732	48268	9087
733	48333	9021
734	48402	8956
735	48465	8889
736	48530	8823
737	48596	8757
738	48664	8692
739	48737	8627
740	48806	8562
741	48871	8496
742	48936	8430
743	49001	8364
744	49066	8298
745	49134	8232
746	49198	8166
747	49264	8101
748	49330	8035
749	49395	7969
750	49461	7903
751	49529	7837
752	49593	7771
753	49660	7705
754	49725	7639
755	49791	7574
756	49856	7508
757	49921	7442
758	49990	7376
759	50057	7310
760	50122	7245
761	50186	7178
762	50252	7113
763	50320	7047
764	50390	6982
765	50456	6916
766	50521	6850
767	50586	6784
768	50654	6718
769	50718	6652
770	50784	6586
771	50849	6520
772	50912	6454
773	50980	6388
774	51045	6323
775	51113	6257
776	51178	6191
777	51244	6125
778	51309	6059
779	51377	5994
780	51444	5928
781	51509	5862
782	51576	5796
783	51642	5730
784	51707	5664
785	51774	5598
786	51840	5533
787	51906	5467
788	51976	5401
789	52043	5336
790	52110	5270
791	52176	5204
792	52244	5138
793	52309	5072
794	52374	5006
795	52440	4940
796	52507	4875
797	52575	4809
798	52640	4743
799	52705	4677
800	52775	4612
801	52845	4546
802	52910	4480
803	52975	4414
804	53041	4348
805	53109	4283
806	53198	4218
807	53265	4153
808	53330	4087
809	53394	4021
810	53458	3955
811	53525	3889
812	53594	3823
813	53659	3757
814	53725	3691
815	53788	3625
816	53854	3559
817	53918	3493
818	53982	3427
819	54050	3361
820	54116	3295
821	54184	3229
822	54251	3164
823	54316	3098
824	54383	3032
825	54448	2966
826	54515	2900
827	54581	2834
828	54651	2768
829	54727	2703
830	54796	2637
831	54861	2571
832	54928	2505
833	54993	2439
834	55058	2373
835	55126	2307
836	55197	2242
837	55265	2176
838	55331	2110
839	55396	2044
840	55464	1978
841	55531	1912
842	55597	1846
843	55664	1780
844	55729	1714
845	55796	1648
846	55864	1582
847	55930	1516
848	55998	1451
849	56065	1385
850	56132	1319
851	56199	1253
852	56264	1187
853	56329	1121
854	56396	1055
855	56459	989
856	56524	923
857	56591	857
858	56658	791
859	56724	725
860	56800	659
861	56865	593
862	56931	527
863	56996	461
864	57060	395
865	57123	329
866	57191	263
867	57256	197
868	57321	131
869	57386	65
870	57452	0
