iter	MultiRMSE
569	0.5481855529
570	0.5478232353
571	0.5472422504
572	0.5466955355
573	0.5461762602
574	0.545551555
575	0.5451816729
576	0.5449637366
577	0.5445705733
578	0.5441052415
579	0.5436430906
580	0.5433967134
581	0.5430374696
582	0.542508665
583	0.5418467018
584	0.5415377527
585	0.5412128858
586	0.540814494
587	0.5406275353
588	0.5401438878
589	0.5398852147
590	0.5394537573
591	0.5386825039
592	0.5383522808
593	0.5381088387
594	0.5376804915
595	0.5373195042
596	0.537121627
597	0.536539826
598	0.5363575903
599	0.5357175905
600	0.535490374
601	0.5348657009
602	0.5345399938
603	0.5342602365
604	0.5338617949
605	0.5332707163
606	0.5329495913
607	0.5327335498
608	0.5323486645
609	0.5318276297
610	0.5313811302
611	0.5307312243
612	0.530428076
613	0.5300763556
614	0.5295352903
615	0.529054899
616	0.5286543893
617	0.5278918241
618	0.5271183366
619	0.5269117487
620	0.5263929715
621	0.5259724889
622	0.5255613564
623	0.5251903785
624	0.5247910052
625	0.5243710491
626	0.5240150978
627	0.5237239118
628	0.5228784967
629	0.5224671446
630	0.5219085841
631	0.5216300773
632	0.5211699323
633	0.5206414402
634	0.52034232
635	0.5198122933
636	0.5196176508
637	0.519196096
638	0.5188613541
639	0.5182944677
640	0.5174509145
641	0.5170360792
642	0.5167250262
643	0.5163971256
644	0.5162370129
645	0.5157457827
646	0.5155964694
647	0.5151190568
648	0.5149217076
649	0.5144916138
650	0.5141706129
651	0.5137220754
652	0.513433744
653	0.513110753
654	0.5127309938
655	0.5122667922
656	0.511879249
657	0.5114545525
658	0.5110282755
659	0.510917741
660	0.5104018987
661	0.5100422697
662	0.5096646037
663	0.5091195272
664	0.5088848062
665	0.508391992
666	0.5080260499
667	0.507764302
668	0.507537407
669	0.5072183798
670	0.506761424
671	0.5063561427
672	0.5061070734
673	0.5056746774
674	0.5053493461
675	0.5050864142
676	0.5047364602
677	0.5045196123
678	0.5039675061
679	0.5035626789
680	0.5031022459
681	0.5029208811
682	0.5023585287
683	0.5017974387
684	0.5011622624
685	0.5003292391
686	0.4998544918
687	0.4993959382
688	0.4990040382
689	0.4985637526
690	0.4983122228
691	0.497860243
692	0.4976668087
693	0.4973576649
694	0.497155501
695	0.4967494946
696	0.4963615689
697	0.4961775175
698	0.4957297476
699	0.495459388
700	0.4948037761
701	0.4945111534
702	0.4941305197
703	0.4935824225
704	0.4933390629
705	0.4930423555
706	0.4926559036
707	0.4922272983
708	0.4920501043
709	0.4918090338
710	0.4914337506
711	0.4909409392
712	0.49053704
713	0.4901893031
714	0.4898440183
715	0.4893736027
716	0.4890683745
717	0.4886652481
718	0.4883581972
719	0.4877896167
720	0.4875979895
721	0.4871969558
722	0.4869236994
723	0.4867245714
724	0.4865504834
725	0.4863433239
726	0.4860097245
727	0.4855649533
728	0.4851023847
729	0.4848675805
730	0.4847123471
731	0.4843035687
732	0.483778809
733	0.4835919992
734	0.4830747217
735	0.4828465584
736	0.4821678306
737	0.4817715306
738	0.481378916
739	0.4812024432
740	0.4808013995
741	0.480556075
742	0.4802706631
743	0.4798019896
744	0.4791711602
745	0.4789552654
746	0.4786204307
747	0.4783265176
748	0.4779069418
749	0.4776901971
750	0.4775293979
751	0.4770965041
752	0.4765617573
753	0.4762457354
754	0.4759586109
755	0.4755570042
756	0.4752756889
757	0.4750037595
758	0.4747906833
759	0.4745008849
760	0.4741477275
761	0.4739916935
762	0.4737425062
763	0.4735699511
764	0.4733597808
765	0.4732408953
766	0.4730194727
767	0.4727780608
768	0.4723744441
769	0.4720882644
770	0.4719083478
771	0.4715577973
772	0.4711267285
773	0.4707311239
774	0.4704136498
775	0.4699990435
776	0.4695551994
777	0.4693160749
778	0.468910458
779	0.4687777114
780	0.4682705961
781	0.467813212
782	0.4675096294
783	0.4670049869
784	0.4668270908
785	0.4664614103
786	0.4663392148
787	0.465828652
788	0.4655793459
789	0.4652650464
790	0.4649529982
791	0.4645872857
792	0.4641928685
793	0.4639431378
794	0.4636095272
795	0.4631671115
796	0.4628191803
797	0.4626116364
798	0.4623194446
799	0.461925195
800	0.4615558186
801	0.4611947289
802	0.4609772082
803	0.4605827862
804	0.4602694989
805	0.4599245006
806	0.4596224431
807	0.4593699875
808	0.4589113402
809	0.4585962746
810	0.4582466596
811	0.4579463009
812	0.4576643848
813	0.4571788502
814	0.4568756111
815	0.4563887047
816	0.4559999542
817	0.4556601198
818	0.4553350871
819	0.4548054373
820	0.4546496052
821	0.4545105544
822	0.4543252869
823	0.4539176707
824	0.4537590437
825	0.4535690603
826	0.4534970465
827	0.4533135179
828	0.4530815991
829	0.4529115834
830	0.4526743098
831	0.4523372767
832	0.4522108825
833	0.4520643818
834	0.4515965571
835	0.4512244704
836	0.4509517261
837	0.450803597
838	0.4504962446
839	0.4502889197
840	0.4500560224
841	0.449919872
842	0.4494730218
843	0.4491916258
844	0.4487515591
845	0.4484243864
846	0.4481638253
847	0.4478695659
848	0.4476218908
849	0.4475723741
850	0.4471437137
851	0.4468846728
852	0.446569025
853	0.4462990005
854	0.4461314166
855	0.4457786993
856	0.4454707543
857	0.4452209827
858	0.4449269294
859	0.444502166
860	0.4441107018
861	0.4437449315
862	0.4433637119
863	0.4429138379
864	0.4428086729
865	0.4425874541
866	0.4424988601
867	0.4423014994
868	0.4418280119
869	0.4413772734
870	0.4410982525
